,comp_1,comp_2,comp_3,comp_4,nmf_cluster
0,0.10127824064570996,0.015855255482947108,0.23818418899617022,0.15516113808721,3.0
1,0.07282412900631396,0.011813818872650076,0.2605524027471955,0.13560335153708675,3.0
2,0.07184999091220626,0.06559818974727476,0.0,0.3009613458906374,4.0
3,0.06896896805150565,0.02125903790395379,0.311262867144619,0.0782712002872177,3.0
4,0.0,0.03021379357231724,0.3871978030042518,0.046748062164016134,3.0
5,0.05032375886118458,0.13039699765806673,0.1540111736246773,0.040466480361176387,3.0
6,0.03793128800138398,0.0034634163255129386,0.0330429782100699,0.3570728100680583,4.0
7,0.07444865523712098,0.005423791351231229,0.044156669923365297,0.33058280361583986,4.0
8,0.06988518258667076,0.0,0.12862234724195076,0.2509409154585487,4.0
9,0.16334209291256618,0.08844719329982076,0.08123229432720748,0.2017658567261019,4.0
10,0.07548695059499254,0.058736952639356875,0.13812031111549813,0.14157970836691677,4.0
11,0.0,0.046971961110317366,0.10873735424952394,0.23460250251822215,4.0
12,0.0,0.04231039344694409,0.0,0.431236509509352,4.0
13,0.04079235712792316,0.010996033825194745,0.06052701151531518,0.23063822186569652,4.0
14,0.0,0.06751005233270374,0.2552554243676689,0.06827553035907727,3.0
15,0.08638004351710442,0.0,0.1061600137805492,0.2738037942128559,4.0
16,0.02319352750180636,0.14206937523719182,0.15352388853014107,0.1288139513252629,3.0
17,0.0,0.028403196569214285,0.1355251645546434,0.2374137685074082,4.0
18,0.039043257300131376,0.0,0.3651467493163161,0.021845847290697863,3.0
19,0.22358686031980715,0.16599470819697795,0.0,0.09663451088095978,1.0
20,0.3871222514493022,0.0035751195848811295,0.139173509725329,0.0,1.0
21,0.34456171756542997,0.0,0.10087450743887878,0.0,1.0
22,0.41882087273802254,0.027245542191926445,0.0,0.06925286843444388,1.0
23,0.2956722747411907,0.07100664293824822,0.0,0.04366156661730185,1.0
24,0.335131006922421,0.04534552672986256,0.0,0.061018977202253764,1.0
25,0.2918042521967783,0.05125717758536786,0.0,0.1187608992187808,1.0
26,0.2951756331248831,0.0,0.14126765535246136,0.0,1.0
27,0.09125610639537277,0.18665964249002712,0.16619265357190283,0.033260181067110664,2.0
28,0.06405366811661242,0.1120893395165801,0.24867142282319732,0.0,3.0
29,0.06566839094578901,0.36469599869104924,0.07793433815939069,0.021962681197440864,2.0
30,0.00566259763434977,0.4015672564654353,0.10072715747179506,0.0,2.0
31,0.041435691279578905,0.2786094044423011,0.13824315963834807,0.016080446885749708,2.0
32,0.06402436121523285,0.2636797741538587,0.13923656869506587,0.05051810269746772,2.0
33,0.0,0.2718846241667084,0.0,0.08783057224768803,2.0
34,0.054913563470800106,0.35490188421296676,0.0,0.03873546983368668,2.0
35,0.1120278281759189,0.18867401691191749,0.16785982454648538,0.0,2.0
36,0.11132611865142462,0.2119591119288139,0.17931970777978382,0.04187292255929658,2.0
37,0.0019357811128674616,0.3587567783046137,0.19596621156986893,0.0,2.0
