,theme_1,theme_2,theme_3,theme_4,theme_5,theme_6,theme_7,list_cell_codes
0,0.0008604206940204113,0.03728080082105767,0.0,0.0018210593813550724,0.0041246899178028285,0.0017947258318550623,0.00021543596206958634,3.0
1,0.028711828869086936,0.001302952784815475,0.0,0.0014390601819521283,0.0005622559441854657,0.0002842469115697605,0.012044535464947458,4.0
2,0.001757600303830054,0.007037977603181386,0.0,0.0023853784498335455,0.020775033202207412,0.002794530821850613,0.002176523343032008,6.0
3,0.0004002228797761741,0.018772508181837375,0.019403952578535423,0.0022628351430794696,0.005458332949533129,0.0,0.0017123894586186118,3.0
4,0.0003336356239416101,0.023391416645335502,0.013631853299572802,0.0029227796527736033,0.003321660147283175,0.0,0.007202485402843958,3.0
5,0.02912850098211625,0.0,0.005159428036861213,0.0005007957426873176,0.00226196053072897,0.004745948902240688,0.001557412499496715,4.0
6,0.0021913062166206616,0.006080228700381383,0.0038117730972459757,0.000748687201563868,0.02222070911593567,0.0010003100426213515,0.011659944534393106,6.0
7,0.00044850491240201686,0.00040604990503539414,0.005585382143350729,0.00039198495549593363,0.020047544770540316,0.0,0.00850162401202591,6.0
8,0.002507077851398877,0.012079602811212653,0.01163705383919736,0.024798911941108927,0.0008794738966708954,0.0036908792480529477,0.0006803953565443918,0.0
9,0.025257184753986243,0.0013193683355821682,0.005274764198721316,0.0020236425388512284,0.0,0.0,0.0,4.0
10,0.0008236990911923417,0.023648452818182186,0.0012103208918018006,0.0009386853471516373,0.013852154614114966,0.001597392792832465,0.0017329810577446046,3.0
11,0.001643816886012606,0.006137408356525329,0.0,0.0009305982539682122,0.022667566945495488,0.0035697564761646428,0.0030518425338387873,6.0
12,0.0,0.03081175457781448,0.0019683986904990023,0.0018436174158095201,0.0,0.003450740271579766,0.0006092787214216362,3.0
13,0.0006165057682794699,0.009395778826284309,0.03815980452572264,0.00019898661967389554,0.004305507995090809,0.0,0.008944498652693271,2.0
14,0.030159030884786026,0.0,0.006681110770615856,0.003035412139956417,0.0007749478002496532,0.0,0.012997156968865529,4.0
15,0.0011919756676560334,0.005376327207600846,0.0028190870281634976,0.0003400375506240576,0.021125081038319612,0.0016463426714492888,0.009012208353673098,6.0
16,0.027219301798251345,0.0,0.001291843959100005,0.0018640804167462813,0.001477992057191182,0.0047348841999122655,0.0,4.0
17,0.0018121488317907216,0.022744919088760116,0.009585604786774029,0.0,0.005072679436990466,0.0,0.0003134474215338745,3.0
18,0.001375935006702548,0.0030951972942036996,0.0,0.001694702403389536,0.017918591860333146,0.00182845039369277,0.0027596404976135804,6.0
19,0.0011259891956632803,9.926920610204148e-05,0.002226859635049024,0.03025982382436841,0.0029005168233484507,0.0005228223542064817,0.006199891350189333,0.0
20,0.0016643384015738003,0.024911005537586906,0.004215875265786074,0.002011141517235526,0.01083592655558537,0.0,0.004559328035137365,3.0
21,0.0010929567448100164,0.009611134331462377,0.0,0.00226307285073133,0.01818752462166713,0.0015984330173251702,0.0029124878601211666,6.0
22,0.0008922385256719856,0.024828718538166508,0.00854288641313889,0.0021432864852575007,0.0025100880731466825,0.006837746897880432,0.0,3.0
23,0.0,0.011278485850277685,0.030875173485648614,0.0,0.002947383892837764,0.0,0.011711012244673807,2.0
24,0.0013072686575548418,0.021445441845466078,0.0,0.0029156746928009894,0.012085429925562118,0.000958504014851332,0.012775042516221366,3.0
25,0.0006357846246913209,0.02883206999215897,0.013783269193766013,0.002677980749492028,0.001817255696207643,0.0,0.0,3.0
26,0.02739291296473738,0.0017151844831379015,0.0,0.0011381291775460775,0.0,0.0,0.0,4.0
27,0.0010146897921431458,0.032558023847931564,0.009210619740721893,0.0014727629694553743,0.003264305891183256,0.0,0.0034281359088952443,3.0
28,0.0009754403135561882,0.0256655712662413,9.961329096443486e-05,0.0009148905722528583,0.0054633057536464065,0.0036447605145738583,0.0005446722245253581,3.0
29,0.0018447628114825183,0.006871508896956011,0.01880857084469782,0.0,0.0,0.028398802399681976,0.0015881322943025254,2.0
30,0.001316155001469311,0.034966320787182335,0.0,0.0020432338321686515,0.007167808700655083,0.0022790299354463,8.031725515917045e-05,3.0
31,0.0009085696973010298,0.010383724758601668,0.03181840984126227,0.0007711360609068422,2.0819159113169908e-18,0.014529778202801897,0.0,2.0
32,0.0,0.006614287168059241,0.0,0.0,0.025647404058167414,6.553555590035484e-19,0.0024131849520760136,6.0
33,0.009282711809992253,0.0,0.0029551963267483968,0.02353483245048086,0.0048526600872405125,0.0,5.328363331558837e-05,0.0
34,0.0,0.011474738138721042,0.022845608000408073,0.0014867658169087229,0.0,0.012249743795139276,0.0,2.0
35,0.0,0.00905161702716215,0.0,0.0013470119876034766,0.02117734772316299,0.0,0.0022754041435917795,6.0
36,0.0008880623016407565,0.005679174567972199,0.0,0.0022868581787949508,0.020752570210231105,0.002530692288811093,0.010142111116914434,6.0
37,0.02005855233497243,0.0,0.01584260761867993,0.0021816162735058455,0.014076611959979475,0.0017859312693075118,0.020255671986617485,1.0
38,0.002051567637878853,0.0008659829329468033,0.009710565871472857,0.0,0.003435743047798339,0.038752896497799956,0.0,2.0
39,0.0011496849690136924,0.014842124132597424,0.0,0.0009209158266041052,0.019422874621862585,0.0,0.002850328842557459,6.0
40,0.0,0.0002699273236585533,0.0021514512039158408,0.035278991346064464,0.00032332585455680825,0.0007366902766606358,0.007248435605415777,0.0
41,0.019088267057378296,0.00758387623838556,0.0,0.007074569010218281,1.791160375303953e-20,0.0,0.0,4.0
42,0.02049649691420271,0.005882688072721263,0.0035696648533497808,0.003203534790498087,0.0,0.0,0.00024829050231242025,4.0
43,0.000727587422113917,0.018367945981474426,0.017890998770584848,0.0019137686315727543,0.008454013259293541,0.0,0.006003840591826012,3.0
44,0.0031987711673014067,0.02857859004832716,0.0,0.0015247611358827774,0.005767624581893878,0.004787758008112271,0.0,3.0
45,0.0,0.005895271389484615,0.006545923783516707,0.0007967016231306193,0.020943108696090625,0.0,0.0003756446998699613,6.0
46,0.00016215036594826373,0.0,0.02093545770644321,0.0,0.01925045478010184,0.0,0.007886204939072727,1.0
47,0.03109475990011112,0.0007805551530962196,0.0,0.0006285923736208389,0.0,0.0029966160424385268,0.0003445059665367837,4.0
48,0.002109056583830898,0.016260011186171836,0.0,0.001445246337784625,0.004237247216444067,0.03273519241731044,0.03447395486270823,5.0
49,0.000771596067197946,0.02724731374938192,0.007795876837375966,0.001584599175488261,0.00201504423524731,0.0035825040216633528,0.0050021164641760275,3.0
50,0.002101935866290123,0.0048542994936831944,0.0,0.0,0.020741530242566603,0.0,0.0004095899257654135,6.0
51,0.02454821395053341,0.0,0.0,0.0039426582401581355,0.0020086860708209632,0.001543310957745035,0.011774539076535617,4.0
52,0.0004399455908235497,0.001082852032507323,0.005522981639821482,0.003635636414642099,0.0023158111258280577,0.03445210634682889,0.033623444219682136,5.0
53,0.0006068911403259224,0.00021087655810318455,0.027981561769573452,0.0015138878368608625,0.002804375077305903,0.010030548410645084,0.0,2.0
54,0.0021720320905096457,0.004769787154555147,0.0,0.040763389811116525,0.0,0.0,0.001050301078188849,0.0
55,0.0,0.0017291858682029438,0.015049464877861586,0.00040061855374201507,0.002848302447219079,0.02964046587513104,0.0,2.0
56,0.0015392600624432808,0.0024266648065752318,0.007332235595943283,0.001503571550230335,0.022778077599578637,0.0,0.004909350756633181,6.0
57,0.0010005789989909353,0.0,0.023088421832163652,0.0010867399431319623,0.01727813013707621,0.0,0.008630392141009594,1.0
