gene_id,Cell type,9JD4 B Memory,9JD4 B Naive,9JD4 Basophils LD,9JD4 CD4+ effector,9JD4 CD8 activated,9JD4 MAIT,9JD4 mDCs,9JD4 Monocytes C,9JD4 Monocytes NC+I,9JD4 Naive T cells,9JD4 Neutrophils LD,9JD4 NK,9JD4 pDCs,9JD4 Plasmablasts,9JD4 VD2-,9JD4 VD2+,925L B Memory,925L B Naive,925L Basophils LD,925L CD4+ effector,925L CD8 activated,925L MAIT,925L mDCs,925L Monocytes C,925L Monocytes NC+I,925L Naive T cells,925L Neutrophils LD,925L NK,925L pDCs,925L Plasmablasts,925L VD2-,925L VD2+,DZQV B Memory,DZQV B Naive,DZQV Basophils LD,DZQV CD4+ effector,DZQV CD8 activated,DZQV MAIT,DZQV mDCs,DZQV Monocytes C,DZQV Monocytes NC+I,DZQV Naive T cells,DZQV Neutrophils LD,DZQV NK,DZQV pDCs,DZQV Plasmablasts,DZQV VD2-,DZQV VD2+,G4YW B Memory,G4YW B Naive,G4YW Basophils LD,G4YW CD4+ effector,G4YW CD8 activated,G4YW MAIT,G4YW mDCs,G4YW Monocytes C,G4YW Monocytes NC+I,G4YW Naive T cells,G4YW Neutrophils LD,G4YW NK,G4YW pDCs,G4YW Plasmablasts,G4YW VD2-,G4YW VD2+
RP4-647C14.2,pDCs,0.278700905,0.5045054983,0.2859,0.2631419746,0.2262830461,0.0834,0.1144,1.0388,0.1828407563,0.2374563609,0.2155,0.1682,45.4874,0.0578,0.0548,0.2216,0.5420750445,1.5864554843,0.1234,0.1606673942,0.4767339533,0.1432,0.9509,1.034,0.3532526316,0.4411126557,0,0.0957,43.8903,0,0.1005,0.1234,0.5326426273,1.1573027507,0.4584,0.2385895312,0.230615657,0.0531,1.4267,1.9099,0.1925774194,0.1090415706,0.1513,0.0576,44.0216,0.3554,0.6796,0.0691,0.1679937799,1.7572266667,0.1997,0.2110768656,0.3711634497,0.1321,0.6772,2.0756,0.5308394737,0.1163,0.3528,0.3579,63.1451,0.1072,0.1096,0.1203
RP4-669L17.8,Neutrophils LD,2.7150095023,1.469919244,0,1.9361010286,0.4076340883,0.6868,0.4094,4.945,2.513689916,2.7607784791,23.0848,2.3712,1.9844,0.585,0.0963,3.245,0,1.945415758,0.3758,0.329299562,0,1.3577,0.3,3.9994,7.5374578947,0.1615801967,28.1216,1.2262,1.005,0.6173,0,1.1933,0,0.3028198281,0.4347,0.5792546405,0.9851001574,0,1.0699,1.3735,0.5416806452,0.2908746322,12.0773,1.3604,0.283,7.13e-10,0,0,0,1.5432129293,0,0.7941170698,0.4957455403,0,1.2835,8.6607,5.0567666667,0,47.3186,1.0813,0.8109,0,0.2504,0.7026
RP4-673D20.3,Neutrophils LD,1.0250642534,0,1.4085,0.2341174202,0.4928243394,0,3.0707,6.1818,0.2698231092,0.3652443969,24.5936,0.3941,0,0.2416,0.5553,1.1706,0.5131262596,1.2921703925,3.3257,0.4021842242,1.2251335763,1.3109,0.7289,2.9484,0.0415578947,0.6299624262,21.1633,0.4492,0.1949,0,0,0.3746,1.283466756,1.3009353009,0.7496,0.3964082108,1.3886943352,0.3141,2.2767,3.1323,0,0.319170289,7.2634,0,0.7455,0.3253,0,0.5996,0.6704200957,1.0243725253,1.7746,0.1546704858,0.2239675555,0,2.6494,4.7792,1.0232894737,0,34.1625,0.2343,1.5139,0.6855,0.3216,0.348
RP4-718D20.3,Basophils LD,0,0,25.0297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.943,0,0,0.2491,0,0,0,0,2.1051,0,0,0,0,0,0,0,22.8246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.455,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-799P18.3,pDCs,0,0,0,0.7634712176,0,0,0.5303,0,0,0,0,0,28.3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3464,0,0,0,0,0,0,0,0,0,0,0,2.4440725806,0,0,0,9.9616,0,0,0,0,0,0,0,0,0,0,0,0.3349766082,0,0,0,17.1292,0,0,0
RP4-799P18.4,pDCs,0,0,0,1.715716565,0,0,0,0,2.2060693277,0,0,0,35.658,0,0,0,0,0,0,0,0,0,1.4984,0,0,0,0,0,33.4337,0,0,0,0,0,0,0,0,0,0,0,2.8917112903,0,0,0,23.2959,0,0,0,0,0,0,0.0764076749,0,0,0,0,1.0315277778,0,0,0,30.9604,0,0,0
RP4-799P18.5,pDCs,0,0,0,0.3117646514,0,0,0,0,0.868802521,0,0,0,14.4911,0,0,0,0,0,0,0,0,0,0,0,0,0.3228453115,0,0,8.5475,0,0,0,0,0,0,0,0,0,0.2369,0,0,0,0,0,11.7083,0,0,0,0,0,0,0.1127548962,0,0,0,0,0,0,0,0,7.5065,0,0,0
RP5-906A24.1,pDCs,0.0599873303,0,0,0,0.0642376498,0.4425,0,0,0,0,0,0,10.3138,0,0,0.6237,0,0,0,0,0,0.4342,0,0,0,0,0,0,14.557,0,0,0,0,0.9746741547,0,0,0.297638867,0,0,0.1936,0,0,0,0.0526,7.5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2294,0,0,0
RP5-1011O1.2,Basophils LD,0,0,14.272,0.2711569729,0.1520925652,0,0,0,0,0,0,0,0,0.2677,0,0,0,0,14.0794,0.2433226578,0.1705749183,0,0,0,0,0,0,0,0,0,0,0,0,0.1737060172,8.5035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3166,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1027G4.3,Basophils LD,0.0975909502,0,22.5388,0.0934813539,0.005818152,0.1445,0,0,0.0380252101,0.0324726308,0.1566,0,0,0.0917,0,0,0,0.0823895931,15.5617,0.1220272309,0.0096669515,0.0709,0.0558,0,0,0.1140716721,0.7381,0.2828,0,0,0.219,0,0.0758621984,0.0788736963,16.5092,0.0252751953,0.1821687648,0,0.1061,0.1338,0.0531887097,0,0.0677,0,0.1883,0,0,0.299,0.2553052632,0.0770385859,18.282,0.0875783938,0.0146018169,0,0.0663,0.1322,0,0.050536763,0.2276,0.1242,0.0633,0,0.4066,0
RP5-1031D4.2,pDCs,0.7813882353,0,0,0,0.027137699,0,0,0,0,0,0,0,18.3338,0.4286,0,0,0,0,0,0,0,0.3364,0,0,0,0,0,0,12.4292,1.2026,0,0,0.2040868633,0.4394496275,0,0,0.2901800157,0,0,0,0,0,0,0,15.4307,0.1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4958,0.8403,0,0
RP5-1158E12.3,CD4+ effector,0,0,0,22.608879075,0.6793041195,0,0,0,0,8.7669363734,0,0.8118,0,0,3.4761,5.7565,0,0,0,19.551207216,3.0586664237,0,0,0,0,5.2278296393,0,0,0,0,0,4.7903,0,0,0,8.4917926698,3.6526898505,0,0,0,0,9.4116881581,0,0,0,0,0,1.0003,0,0,0,19.410539307,7.8382185701,0.738,0,0.6618,0,7.1659420745,0,0,1.2683,0,4.1006,1.6107
RP6-91H8.3,mDCs,0.5874153846,1.1108292096,6.4217,2.4379335785,1.1123554078,4.2671,48.142,5.4899,1.3263294118,0.7726028929,4.524,1.9408,1.665,0.4342,1.8221,1.9826,1.1695324244,1.2299350306,4.217,0.9979139421,1.0846104549,6.4119,7.8976,1.0497,2.3190368421,2.3701693115,1.1048,2.5864,1.3895,0.1294,3.0051,3.0907,1.6011922252,1.873105788,6.4669,2.0624719706,3.6304387884,6.4534,33.8507,1.966,1.5833596774,1.0627990427,1.6797,2.9271,2.4907,0.3874,2.9944,2.2873,0.6255722488,0.7696375758,7.3078,2.0576946413,1.3613928504,6.1857,34.2868,2.1026,2.1363576023,1.79390309,2.1064,1.884,3.231,0.2837,0.7706,3.2823
RP11-4C20.4,Monocytes C,0,2.0282680412,1.8163,0,0,0,8.1396,23.0534,5.4023483193,0,0,0,0,0,0,0,0,0,2.012,0,0,0,3.323,20.9182,13.935894737,0,1.9149,0,2.7218,0,0,0,3.6216836461,0.1985962178,2.9959,0,0,0,0,16.1056,9.2333870968,0,0,0,0.6436,0,0,0,2.6398287081,1.8101624242,1.0741,0,0,0,8.2107,13.5299,3.0792836257,0,2.3441,0,1.2965,0,0,0
RP11-6B19.1,Monocytes NC+I,0.264699095,0,0,0.1019777718,0,0,2.2317,0.7816,16.277884874,0.4250895382,0,0,0,0,0.5671,0,0,0.067277753,0,1.5565348701,0,0,0,0,14.043315789,2.7687403934,0,0,0,0,0,0,0.7752546917,0,0,2.6582409284,0,0,0,0,10.625096774,0.56909766,0.4305,0.5589,2.0439,0,1.827,0,0.4700095694,0.2528432323,0,0.4472371959,0.0945080227,0,0.8709,1.2928,6.1233783626,0,0,0,0.4132,0.2311,0,1.5734
RP11-7F17.3,Neutrophils LD,0.0820927602,0.4641443299,0.0858,0.4113179823,0.1872594781,0,0.0567,0,0.0796936975,0.1019683026,81.3401,0,0,0.03,0,0,0.003560818,0.1788977026,0.0968,0.0858153378,0.0744298567,0.0697,0,0.06,0,0.1281041311,62.3219,0,0.053,0,2.7149,0,0.0097495979,0.020785616,0,0.3347409813,0,0,0.0521,0,0.0522403226,0.0524554512,27.216,0.0843,0,0,0,0.1459,0.4522598086,0.0488274747,0,0.0970877681,0.5681731005,0.0717,0,0.1299,0.2761622807,0.3547249708,82.5376,0,0,0,0,0.0787
RP11-10J21.4,Neutrophils LD,0,0.1045718213,0,0.6986146633,0,0,0,0,0,0.8259680218,4.9232,0,0,0,0,0.6404,0,0,2.6265,1.1014171047,0.6817126162,0,0,0,0,0,12.4795,0,0,0,0,0,0,0,1.9521,0.4437186532,0.5355464201,0,1.3676,3.5092,1.0547403226,0.3768283283,10.5207,0,0,0,3.3336,0,0,0,0,0.3209910779,0,1.3113,0.595,0,0,0,8.8313,0,0,0,1.4578,0
RP11-13A1.1,Basophils LD,0.0884285068,0.029395189,232.689,0.0368584559,0,0,0,0.179,0.0656512605,0.0187565793,1.035,0.1846,0.0398,0,0,0.1262,0.5340248963,0.9420500396,273.389,0.0052576837,0.0442001759,0,0,0.1759,0.2098342105,0.0821076066,0.053,1.3426,0.5592,0,0,0,1.2149032172,0.3007439542,170.659,0.0791555026,0.0349150275,0,0,0,0.0085967742,0.0245043432,0,0,0.1084,0,0,0.0573,0.0044210526,0,113.16,0,0,0,0,0.1901,0.3426827485,0,1.3959,0.5001,0.1819,0,0,0
RP11-13A1.2,Basophils LD,0,0,354.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.705,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2458820375,0,375.972,0,0,0,0,0,0,0,0,2.285,0,0,0,0,0,0,275.944,0,0,0,0,0,0,0,2.0243,0,1.6729,0,0,0
RP11-13A1.3,Basophils LD,0.2302714932,0,534.37,0,0,0,0,0.2551,0,0,1.6535,0.6776,0,0.1271,0,0,2.1871440427,0.7039696363,575.274,0.1133823163,0,0,0,0.7642,0.2533263158,0,0,2.6664,0.9017,0.2672,0,0,0.2521286863,0.8533892837,437.365,0.1802236856,0,0,0,0.5572,0,0.178585499,3.6393,0,0,0.2153,0,0,0,0.0813523232,239.987,0,0,0,0,0,0,0,1.2793,0,0,0,0,0
RP11-20I20.4,NK,0,3.5323487973,0,1.4597363055,44.243601001,4.4638,0,1.0581,1.5365151261,2.2026137024,0.7033,204.839,14.7639,0,13.9177,18.5707,0,0.1834139431,1.751,2.0611694655,27.40985818,5.6916,0,0,3.03285,1.6559374426,0,191.654,10.9016,0,12.0288,17.5799,1.3017525469,4.7524481948,0,2.6819307774,45.999697797,7.0535,0,0.5849,6.9375693548,1.1414533593,1.169,366.42,1.118,0.4409,85.8393,68.4533,1.6953555024,5.0127856566,0,1.2368259645,53.038849033,2.6226,0,0,3.2695040936,0,0,278.485,3.9442,0.63,30.613,15.0442
RP11-21J7.1,MAIT,0,0,0,3.639761135,0,26.8683,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7781083519,0,37.1737,0,0,0,0,0,0,0,0,0,0.5222,0,0,0,6.5912087671,0,41.4745,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2238125266,0,42.4023,0,0,0,0,0,0,0,0,0,0
RP11-22N19.2,Neutrophils LD,0.1049828054,2.0009879725,6.9222,0.3072424232,0.5270403906,0,2.6113,34.2091,14.360691176,0.0866791566,56.1821,0.4697,0,0.0767,0,0,0.3309567279,1.5571522218,2.0994,0.4321288048,2.7105436039,0,8.9433,37.1611,34.671234211,0.320797377,98.5624,0.8906,0,0.2416,0.4089,0.6075,6.8419281501,6.0455330086,2.538,0.42399216,0.5817617624,0.8879,18.7203,39.5467,22.900124194,0.2217233647,151.091,0.6492,0,0.2628,0,0.426,0.4137555024,1.4985349495,1.9194,0.3067071884,0.0367555451,0.1846,5.3651,17.8431,12.233851754,0.4358050443,67.1995,0.1566,0.6391,1.0792,0.2056,1.0123
RP11-34P13.9,Neutrophils LD,3.1773226244,4.9856780069,5.0167,5.7472050353,2.1887939439,0,6.6497,14.1995,27.734511345,2.2195881163,127.836,2.9,8.1443,0.4702,2.3434,0,0.8730500296,5.6505577386,1.158,1.8776059837,0.386479618,2.8688,5.7618,23.1549,21.208892105,3.1860819672,86.3987,3.2592,2.9628,2.3038,0.002,4.9329,1.9345418231,3.7526152436,2.3282,2.8026490068,0,2.5617,3.1276,17.1525,13.62036129,1.166929906,111.484,0,7.1809,0,6.4048,0.8392,4.0445655502,4.8620941414,0,5.8266176934,2.0874777489,4.1653,6.2992,28.7764,19.025155263,5.0237969434,164.162,2.0829,6.2034,0.4776,3.6326,3.253
RP11-34P13.15,Neutrophils LD,3.9308312217,3.7660051546,1.802,1.2864460053,3.1587056951,2.5657,2.9984,26.9288,15.939187815,7.2362353125,210.468,0,2.2233,0,2.5014,1.7852,3.9289375815,3.7815885128,0,0.9149636897,0.635426665,0,4.7036,26.8357,32.005805263,1.4805047869,281.306,0,1.5543,0.8086,0.2491,0,2.5225522788,2.948826361,1.5553,2.2553753311,0.1301391031,1.0711,2.6229,21.8935,13.626232258,3.683917036,167.75,0.4628,2.5396,0.8709,2.8206,1.5286,6.9958511962,2.9675086869,1.5211,0.6417547249,0.6346465786,6.3543,2.9672,49.056,17.680508187,0.0039034575,247.568,2.6373,6.4354,0,2.8127,2.4706
RP11-34P13.16,Neutrophils LD,2.7109832579,4.8970185567,0,0.4053121576,0.1146889874,12.5508,0,9.682,11.342793277,0,134.034,0,3.9672,0,0,0,9.2569863663,9.7140548866,0.2432,1.7554295323,0,0,0,9.6835,26.538765789,8.953131541,187.766,0,10.1505,0,0,0,1.1474375335,4.4307233811,0.505,1.7817987949,0.9051106216,3.4439,0,20.2872,20.037375806,2.7962523311,139.561,0,0.55,0,0,0,2.7278827751,0,0,0.34653919,0,0,8.1193,40.8085,22.830475146,1.3428414231,168.119,0,3.4613,0.2358,0,0
RP11-44F14.1,Neutrophils LD,0.9093298643,0.9020773196,23.1787,0.6965354324,0.4412075989,0.5188,1.4175,12.5975,2.1287764706,0.6206593207,70.0486,1.4266,0.6197,0.3485,1.1317,0.8659,1.0968193242,0.8572851855,25.458,0.6681922866,0.6203696657,0.8475,2.7022,14.6574,3.1185184211,0.9744573115,72.5329,0.7272,0.8194,0.2129,0.7878,0.708,1.3421407507,2.0441981662,16.477,0.9652830354,0.9030996853,0.8651,3.2929,5.9728,1.2390854839,0.7718661585,58.4927,0.9306,0.3153,0.1629,0.6635,0.6041,0.9928727273,2.3636284848,40.9222,0.7262561022,0.4657987966,0.8613,1.702,14.3593,3.8381216374,0.9743884249,104.3614,0.7627,0.5063,0.3634,0.7566,0.4989
RP11-61O1.2,Naive T cells,0,0,0,14.85846873,2.5427067126,0.7203,0,0,0,115.55484761,0,0,0,0,10.486,7.9576,0,0,0,13.765959146,1.5416849711,0,0,0,0,77.616423016,0,0,0,0,2.0842,0,0,0,0,20.813646027,1.4157831629,0,0,0,0.1490387097,104.881507,0,0,0,0,0,2.0115,0,0,0,15.674495642,0,2.2265,0,0,0,76.721181226,0,0,0,0,4.9488,12.9553
RP11-71G12.1,pDCs,0.2442954751,0.3455343643,0.2534,0.2571810788,0.1357318562,0.152,0.1118,0.1541,0.2070588235,0.2232298119,0.481,0.0758,283.7481,0.46,0.0274,0.119,0.1247775341,0.2691244653,0.2154,0.1229900742,0.0783777331,0.1643,0.1105,0.2576,0.1641789474,0.0503394098,0.5104,0.3158,244.5516,0.0203,0.1707,0.0412,0.4274930295,0.3269404585,0.375,0.1956455834,0.0641484658,0.0496,0.0503,0.1869,0.3441935484,0.1908833008,0.3219,0.0259,366.4969,0.2096,0.11,0.0617,0.0925492823,0.1297753535,0.0948,0.2215805934,0.1861848513,0.0897,0.046,0.1951,0.2497137427,0.066472457,0.3511,0.116,270.9486,0.7516,0,0.1625
RP11-71L14.3,pDCs,0.4906959276,0.5259573883,0.2024,0.36466324,0.2986972263,0,0.6437,0,0.0570697479,0.1568160961,0,0.3513,12.6469,0.0264,0.0854,0.1696,1.2916770006,0.0268331797,0.6294,0.0445911804,0.4134183715,0.0577,0,0,0.0206236842,0.166882623,0,0.9848,4.6095,0.1998,0.7183,0.051,0.283983378,0.0304724355,0.1449,0.1292485962,0.2518831629,0,0.1114,0,0.2926983871,0.064842262,0.1082,0,13.8067,0,0.3988,0.1576,0.1040497608,0.1723860606,0.275,0.1869237169,0.865357362,0,0.0872,0,0.2873774854,0.1878251545,0.00000196,0.8766,12.8446,0.0304,0.4012,1.081
RP11-73G16.2,pDCs,0,0.5954948454,0,0,0,0.4283,0,0,0,0,0,0,144.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5112,192.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.646,0,0,0
RP11-84C10.2,mDCs,0,0.6178642612,1.1121,0,0,0,7.9276,2.2525,0,0,0.9901,0,0,0,0,0,0.0441676941,0.688012013,0,0,0,0,12.7769,4.5009,0,0,0,0,3.9852,0,0,0,0,0.5742464183,0.9143,0,0,0,3.0182,0,0,0,0,0,3.3898,0,0,0,0.8056665072,0,0,0,0,0,11.6913,10.6084,0.5126918129,0,0,0,1.5837,0,0,0
RP11-98G13.1,MAIT,0,0,0,4.2492441395,0,10.8687,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5366882183,0,12.4748,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1045828235,0.2054907946,9.4989,0,0,0,0,0,0,0,0,0,0,0,0.3746626263,0,2.8918550469,0.1462800849,18.7388,0,0,0,0,0,0,0,0,0,0
RP11-100G15.10,pDCs,0,0,0,0,0,0,1.4709,0,0,0,0,0,75.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0765,96.508,0,0,0
RP11-103H7.1,Basophils LD,0,0.7357680412,11.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483859345,6.7863,0.0824163474,0,0,0,0,0,0.8748087213,0,1.2909,0,0,0,0,0,0,8.165,0.1839423917,0,0,0,0,0,0,0,0.6978,0,0,0,0,0,0,15.2116,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-109G23.1,Basophils LD,0,0,11.6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9407,0,0,0,0,0,0,0,2.0372,0,0,0,0,0,0,0,11.1215,0,0,0,0,1.4141,0,0,0,0,0,0,0,0,0,0,34.142,0,0,0,0,2.8498,0.8172807018,0,4.9595,0,0,0,0,0
RP11-117D22.2,pDCs,10.836426697,8.7920154639,0.4492,2.312343685,0.7003926309,0.5434,7.9298,3.6972,1.7179088235,1.3597437104,0.1984,0.8478,108.255,0.2409,2.1957,3.5761,8.9856371666,7.6438221966,0.8111,2.2118262212,1.1246433023,0.9823,14.0463,3.3608,3.5967447368,2.2171666885,1.2043,0.1848,130.836,0.0811,0.4311,1.9864,6.4992780161,4.8865137536,0.3681,1.4745648788,0.4584840283,0.5849,2.651,1.3376,0.3369516129,0.9739369615,0.1723,0.8782,97.8962,0.1982,1.194,0.2521,11.603016268,8.7841612121,0.533,1.795735565,0.5000897593,1.0167,13.0142,6.3063,3.3282883041,1.0680311675,0.1909,0.5062,106.218,0.1585,0.4233,4.5283
RP11-138I18.2,B Memory,15.803708145,5.1813982818,3.0196,1.7769083363,1.0125325948,0.5226,0.5677,1.6575,0.2329319328,2.2368798743,2.2617,0.502,0.7743,1.2141,0.8456,1.0117,57.07658281,8.6187940655,3.5908,1.244438196,2.4857376225,1.7672,1.2195,1.5246,1.5690973684,2.7708559344,2.4421,1.6207,0,3.5373,1.3706,1.0725,33.961318499,4.1025417765,4.8983,1.6404436498,1.1449475216,2.4753,0.7444,1.5551,2.0504774194,3.7781971636,1.006,0.0228,3.1072,7.8046,2.8636,1.412,19.508382297,6.1819626263,3.9931,0.7703316453,1.2754527843,0.3998,1.2186,0.9904,1.7584032164,1.5587080007,1.8764,0.3544,1.0205,4.7675,1.8214,1.3622
RP11-144A16.8,Neutrophils LD,2.5650461538,1.7765037801,5.9653,1.8579024279,2.436897571,1.507,1.6917,1.6249,1.5852268908,3.6673808772,176.882,1.1266,0,0.2869,1.0635,2.2828,1.540992709,3.5679453583,3.241,2.7765972457,5.8981916311,7.2313,1.2277,2.3972,1.26665,2.5632523934,38.9745,3.8639,3.5273,0,3.0099,2.0284,1.4086911528,1.7755119198,5.7342,2.5680698715,3.3302360346,1.1452,0.4462,3.1092,2.4366387097,1.506242262,46.9377,1.1676,1.2581,0,1.265,0,0.1055827751,1.3520523232,7.1686,2.0545530117,2.9256323974,2.6751,0.9277,1.558,0.5341081871,2.4763844663,192.683,4.1927,2.4118,1.2984,2.8222,1.2772
RP11-162P23.2,Monocytes C,0.8168271493,2.0238264605,0,0.0610556632,0,0,39.8849,39.4791,14.718659664,0.2645307747,0,0,23.0618,0,0,0,0.0941523912,1.0840953259,0,0.0230338827,0,0,13.5753,34.8041,7.7917842105,0.5041101639,0,0,18.6478,0,0.1514,0.2787,5.4557117962,0.0041641261,0.8459,0.0857174546,0,0,29.3741,69.2352,10.622872581,0,0.0217,3.8175,9.7813,1.6895,0,0.2799,0,6.0247276768,1.3452,0,0.1849588957,0,24.5347,42.893,5.882648538,0,1.764,0,29.2766,0,0,0
RP11-164P12.5,pDCs,0.264438009,0.4825979381,1.3992,0.259391263,0.7629905794,0,0.7318,0,0.6548747899,1.1189486984,0,0,23.2816,0,0,0,0,0,1.2552,0.3914950186,0.4889483539,0,0,0,0,1.2110459016,0,0,13.5372,0,0,0,0,0.4375815473,5.6035,0.1659305589,0,1.1215,1.2549,0,0,0.1354470839,0.6396,0,16.9224,0.2473,0,0,0.2287129187,0.9066416162,6.974,0.2957535805,0,0.49,0.8475,0,0.4551482456,0.3447554535,0,0,29.6128,0,0.2599,1.0233
RP11-178F10.2,Basophils LD,0,0,76.7876,0.1531172348,0.0761119317,0,0,0,0,0,0,0.5404,0,0,0,0,0,0,96.686,0.6596753898,0.4472169892,0,0,0,0,0,0,0,0,0,0,0,0,0,106.54,2.6984184015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.662,1.0553055712,0,0,0,0,0,0,0,0,0,0,0,0
RP11-191A15.1,mDCs,0,0,0,0,0,0,40.313,9.6045,22.292169328,0,0,0,9.505,0.7439,0,0,0,0,0,0,0,0,8.1043,11.2522,10.615157895,0,0,0.8789,0.6642,0,0,0,0,2.2970528367,0,0,0,0,31.1762,16.3658,23.106375806,0,0,0,0,0,0,0,0,0,2.628,1.1369741383,0,0,53.4461,6.6088,28.12537807,0,0,0,8.7103,1.3235,2.0475,0
RP11-203M5.6,pDCs,0,0,0,0,0,0,1.6872,0,0,0.3468755505,0,0,1107.363,0.1435,0,0,0.2448758743,2.2615804105,0,0,0,0,5.6831,0,0,1.3050551475,0,0,1131.198,0,0,0.1421,0.9025490617,2.3629989112,0,0.1204769567,0,0,2.4707,0,0.035183871,0,0,0,1763.614,0,0,0,0.6124124402,0,0,0.147658761,0.7147418358,0,1.3816,0,0,0,0,0.7321,1637.8879,0,0,0
RP11-213H15.4,Neutrophils LD,0.400439819,0.6769676976,5.8881,0.5850433381,1.8724502216,0,2.0553,2.7959,1.0253894958,0.0720952082,47.671,0,0,0.1864,2.3479,2.6495,2.9521644932,2.3896329204,1.7872,1.1659921678,0.6018077406,0.0576,0,2.5035,1.7801368421,1.1367891803,28.6496,1.2952,0.0783,0,0,0,0.5130080429,4.0287510602,0,0.2241842604,0,0,0.6268,1.2307,0,0,44.8711,1.5139,0.6087,0,0,2.0363,0.2123444976,0.2009725253,1.1712,0.8426245529,1.2241553563,0.5465,0,7.1974,1.5860555556,0.3910223484,44.0699,1.8302,0.4304,0,0,0.4078
RP11-221J22.2,Monocytes NC+I,0.3383425339,0.5548793814,0.165,0.2617812223,0.1194717381,0.2846,0,0,33.083844538,0.1935559998,1.3209,0.2354,1.0984,0,0,0.2088,0.3204149378,0.4893404969,0.4654,0.1312670007,0.1271350842,0.4116,0.611,0.3378,34.417931579,0.3728840656,0,1.1089,0,0,0.4671,0.3449,0.1595147453,0.8858272779,0.1388,0.5438585949,0.0771789929,0.1708,0.2892,0,25.598459677,0.0822907995,1.1101,0.0808,1.5319,0,0.2621,0.0941,0.2613985646,0.8190185859,1.3774,0.3300282327,0.0591774658,0.0689,0,0,39.799169006,0.0558183397,0,0,0.238,0.0674,0.8392,0
RP11-242C19.2,Neutrophils LD,1.5269253394,0.5673907216,0.8222,0.8088518,0,0,2.1361,4.799,3.4726289916,0.294822408,17.6249,1.1285,0,0.1408,0.4062,0,0.0167049793,0,2.2963,0.5150507944,0.0447344559,0,0.5119,0.5649,0.6934789474,0.3304205246,7.8038,0,1.7496,0,0,0,0,0,2.3903,0.3638722355,0.2819036192,0,0.7273,0.6177,1.4377258065,0.2040962418,18.9127,0.3999,0,0,0.4348,0,0.1076593301,0.9280161616,1.4614,0.2583060783,0,0,0.9323,2.1579,0.6976973684,0.7128754301,14.2021,0.5786,0,0,0.3811,0
RP11-256L6.3,Neutrophils LD,0.5070529412,0.3862707904,19.3271,0,0,0,0,1.0418,0.1319915966,0.3256956405,53.4507,1.5794,0.2127,0,0,0,0.210411559,0.0756170112,13.5401,0.1631605791,0,0.3697,0,0.2562,0,0,38.8687,0,0,0,0,0,0.0459965147,1.4736380516,13.1413,0,0.1758278521,0,0,0.3055,0,0,28.1497,0,0,0,0,0,0.0557856459,0.0604717172,19.1925,0.034986007,0,0,1.1397,0.6617,0.3653368421,0,77.0575,0,0,0,0,0
RP11-265P11.1,B Naive,0.1077217195,14.258681443,0,0.5335439361,0,0,0,0,0,0.0893588928,0,0,0,0,0,0,0.197041968,7.0483671372,0,0.3264019005,0,0,0,0,0,0,0,0,0,0,0,0,0.7946517426,7.9804833811,0.3816,0.5772715336,0,0,0,0,0,0.3321280979,0,0,0,0,0,0,0.7066129187,21.750213333,0,0.4802255191,0,0,0,0,0,0,0,0,0,0,0,0
RP11-294C11.2,Plasmablasts,18.722824887,8.2080546392,0,7.6590724435,4.3637081897,0,0,0,0.4358193277,3.9442317732,0,6.1425,0,130.588,1.2909,0,39.071239597,25.690893885,2.2245,9.4983285449,0.1622120131,0.459,0,0,0.3387078947,0,0,15.0815,4.2879,316.67,3.9425,0,28.675868901,4.3088825788,1.246,2.4996714938,0.5947970102,0,0,0,0.8917209677,0,0,6.7844,1.3445,52.4571,3.5378,2.2711,21.055380861,14.671025253,0,2.6526672035,0,0,0,0,0,3.1503971772,0,3.4547,0,383.324,0,0
